Top1_Accuracy,Top5_Accuracy,Top10_Accuracy,MRR,NDCG@5,NDCG@10,MAP@10,AvgRank
55.655142979086634,66.6239863422962,70.76397780623132,0.6019504230771837,1.1381250476221474,1.2781670851839946,0.5474353954011063,4.421681604780196
